tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,url
892177421306343426,2017-08-01 00:17:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hopes checking not, This you're boops, for you. pats, She's the she's doing ok. is 13/10 just whole bit. snugs, If Tilly. available on pup",https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10,Tilly,,5577,30764,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,['https://t.co/0Xxu71qeIV']
891815181378084864,2017-07-31 00:18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This one rare in Pouncing when Corgo. know He the Norwegian You is a Lives tall grass. may never 12/10 Archie. strike.,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10,Archie,,3695,23130,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,['https://t.co/wUnZnhtVJB']
891327558926688256,2017-07-29 16:00:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","be respected This fierce him should Franklin. like calling #BarkWeek shark stop as He you is a such. very 12/10 would ""cute."" and to","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,,8299,37087,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,English_springer,0.22576999999999997,True,German_short-haired_pointer,0.175219,True,['https://t.co/AtUZn91f7f']
891087950875897856,2017-07-29 00:08:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here breaching #BarkWeek Africa's Absolutely white h*ckin South tucker_marlo) breathtaking. have a 13/10 off coast. majestic we great (IG:,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,,,2778,18696,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,['https://t.co/kQ04fDDRmh']
890971913173991426,2017-07-28 16:27:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","it. Meet he by ice Jax. around Jax https://t.co/tVJBRMnhxl He more help 13/10 gets enjoys so below

https://t.co/Zr4hWfAs1H enjoy things much cream clicking nervous","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,,1804,10867,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,"['https://t.co/Zr4hWfAs1H', 'https://t.co/tVJBRMnhxl']"
890729181411237888,2017-07-28 00:22:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",you're call another then boy. say When boy you great turn a 13/10 watch back owner but dog good they your and to,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,,,16828,59889,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,['https://t.co/v0nONBcwxq']
890609185150312448,2017-07-27 16:25:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",be This one scary sharks. Zoey. boatpet. want She snuggly #BarkWeek of wants the doesn't pettable is a 13/10 to Just,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,,3833,25728,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_terrier,0.48757399999999995,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,['https://t.co/9TwLuAGH0b']
890240255349198849,2017-07-26 15:59:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sophisticate This stick college She 14/10 Studying Cassie. is a so elegant communication much pup. theory. doggo and international,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,doggo,6536,29374,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.029248200000000002,True,['https://t.co/t1bfwz5S2A']
890006608113172480,2017-07-26 00:31:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",deadly. This majestic. petting #BarkWeek Frighteningly Australian Koda. He South deckshark. is a 13/10 risk Deceptively would,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,6537,28309,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.9579790000000001,True,Pomeranian,0.0138835,True,chow,0.00816748,True,['https://t.co/dVPW0B0Mme']
889880896479866881,2017-07-25 16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This you. service of Bruno. He the boy water is a out gets 13/10 assist Only good terrifyingly to shark.,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,4449,25738,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,['https://t.co/u1XPQMl29g']
